Dataset,Measure,Measure/Dataset Description,Unit/Transformation/Adjustment,Period Available,Area Available,API
OECD Consumer Barometer,,"Corresponds to the monthly growth rate of the normalised consumer confidence indicator (CCI), computed as the average of: i) financial situation over the past 12 months , ii) financial situation over the next 12 months, iii) the general economic situation over the next 12 months and iv) major purchases over the 12 next months","Growth rate, period on period",Jan 2010 - Jun 2024,OECD,"https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_CSBAR,4.0/OECD.M.......?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Composite Leading Indicator (CLI),Amplitude adjusted,Adjusted to ensure that its cyclical amplitude on average agrees with that of detruded reference series,Index,Jan 2010 - Jul 2024,"Australia, Canada, France, Germany, Italy, Japan, Korea, Mexico, Spain, Türkiye, UK, US, Major four European countries, G7, G20, Brazil, China, India, Indonesia, South Africa, Major five Asia economies, NAFTA","https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_CLI,4.1/.M.LI...AA...?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Composite Leading Indicator (CLI),Normalised ,"Brings indicators onto a common scale, which renders the variables comparable.",Index,Jan 2010 - Jul 2024,"Australia, Canada, France, Germany, Italy, Japan, Korea, Mexico, Spain, Türkiye, UK, US, Major four European countries, G7, G20, Brazil, China, India, Indonesia, South Africa, Major five Asia economies, NAFTA","https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_CLI,4.1/.M.LI...NOR...?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Composite Leading Indicator (CLI),Trend restored ,Calculated by multiplying the amplitude-adjusted and ratio-to-trend CLI by the trend of the reference series to obtain the trend restored CLI.,"Growth rate, over 1 year",Jan 2010 - Feb 2024,"Australia, Canada, France, Germany, Italy, Japan, Korea, Mexico, Spain, Türkiye, UK, US, Major four European countries, G7, G20, Brazil, China, India, Indonesia, South Africa, Major five Asia economies, NAFTA","https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_CLI,4.1/.M.LI...TR.GY..?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Composite Leading Indicator (CLI),Trend restored ,Calculated by multiplying the amplitude-adjusted and ratio-to-trend CLI by the trend of the reference series to obtain the trend restored CLI.,Index,Jan 2010 - Feb 2024,"Australia, Canada, France, Germany, Italy, Japan, Korea, Mexico, Spain, Türkiye, UK, US, Major four European countries, G7, G20, Brazil, China, India, Indonesia, South Africa, Major five Asia economies, NAFTA","https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_CLI,4.1/.M.LI...TR.IX..?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Composite Leading Indicator [CLI components],Bank activity,,Index,Jan 2010 - May 2024,Japan,"https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_CLI,4.1/.M.LOCOAB......?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Composite Leading Indicator [CLI components],Sales expectations,,Index,Jan 2010 - Jun 2024,Japan,"https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_CLI,4.1/.M.LOCOBC......?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Composite Leading Indicator [CLI components],Demand or orders inflow tendency,,Index,Jan 2010 - Jun 2024,"Australia, Germany, South Africa","https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_CLI,4.1/.M.LOCOBD......?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Composite Leading Indicator [CLI components],Employment tendency,,Index,Jan 2010 - Jun 2024,"Australia, Mexico, Spain, Turkiye","https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_CLI,4.1/.M.LOCOBE......?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Composite Leading Indicator [CLI components],Finished goods stocks tendency,,Index,Jan 2010 - Jun 2024,"Germany,  Turkiye","https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_CLI,4.1/.M.LOCOBF......?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Composite Leading Indicator [CLI components],Prices expectations,,Index,Jan 2010 - Jun 2024,France,"https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_CLI,4.1/.M.LOCOBI......?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Composite Leading Indicator [CLI components],Production tendency,,Index,Jan 2010 - Jun 2024,"Australia, France, Italy, Mexico, UK, Brazil","https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_CLI,4.1/.M.LOCOBP......?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Composite Leading Indicator [CLI components],Business situation,,Index,Jan 2010 - Jun 2024,"Canada, Germany, Korea, US, South Africa","https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_CLI,4.1/.M.LOCOBS......?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Composite Leading Indicator [CLI components],Capacity utilization tendency,,Index,Jan 2010 - May 2024,Spain,"https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_CLI,4.1/.M.LOCOBU......?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Composite Leading Indicator [CLI components],Export orders tendency,,Index,Jan 2010 - Jun 2024,"France, Germany","https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_CLI,4.1/.M.LOCOBX......?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Composite Leading Indicator [CLI components],Consumer confidence,,Index,Jan 2010 - Jun 2024,"France, Germany, Italy, Mexico, Spain, UK, US, Indonesia","https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_CLI,4.1/.M.LOCOCI......?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Composite Leading Indicator [CLI components],Construction,,Index,Jan 2010 - May 2024,"Australia, Japan, US, South Africa","https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_CLI,4.1/.M.LOCODW......?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Composite Leading Indicator [CLI components],Labour,,Index,Jan 2010 - Apr 2024,Mexico,"https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_CLI,4.1/.M.LOCOEM......?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Composite Leading Indicator [CLI components],Exchange rate,,Index,Jan 2010 - Jun 2024,"Mexico, Indonesia","https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_CLI,4.1/.M.LOCOEX......?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Composite Leading Indicator [CLI components],Hours,,Index,Jan 2010 - May 2024,"Japan, US","https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_CLI,4.1/.M.LOCOHS......?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Composite Leading Indicator [CLI components],Inventories to shipments,,Index,Jan 2010 - May 2024,"Canada, Korea","https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_CLI,4.1/.M.LOCOIS......?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Composite Leading Indicator [CLI components],Long-term interest rate,,Index,Jan 2010 - Jun 2024,Australia,"https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_CLI,4.1/.M.LOCOLT......?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Composite Leading Indicator [CLI components],Monetary aggregates,,Index,Jan 2010 - Apr 2024,"Canada, India","https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_CLI,4.1/.M.LOCOMA......?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Composite Leading Indicator [CLI components],Imports of goods,,Index,Jan 2010 - Jun 2024,Türkiye,"https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_CLI,4.1/.M.LOCOMG......?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Composite Leading Indicator [CLI components],Net trade,,Index,Jan 2010 - May 2024,"Japan, Brazil","https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_CLI,4.1/.M.LOCONT......?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Composite Leading Indicator [CLI components],Orders,,Index,Jan 2010 - May 2024,"France, Germany, Italy, US","https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_CLI,4.1/.M.LOCOOD......?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Composite Leading Indicator [CLI components],Consumer prices,,Index,Jan 2010 - May 2024,"France, Italy, Mexico, Spain, UK","https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_CLI,4.1/.M.LOCOPC......?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Composite Leading Indicator [CLI components],Production of electricity,,Index,Jan 2010 - Jun 2024,Türkiye,"https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_CLI,4.1/.M.LOCOPE......?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Composite Leading Indicator [CLI components],Production of goods,,Index,Jan 2010 - Apr 2024,India,"https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_CLI,4.1/.M.LOCOPG......?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Composite Leading Indicator [CLI components],Production of non-metallic product,,Index,Jan 2010 - Apr 2024,"India, Indonesia","https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_CLI,4.1/.M.LOCOPM......?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Composite Leading Indicator [CLI components],Producer prices,,Index,Jan 2010 - Jun 2024,"Mexico, Indonesia","https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_CLI,4.1/.M.LOCOPP......?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Composite Leading Indicator [CLI components],Services demand expectations,,Index,Jan 2010 - Jun 2024,"Germany,  Turkiye, Brazil","https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_CLI,4.1/.M.LOCOS3......?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Composite Leading Indicator [CLI components],Interest rate spread,,Index,Jan 2010 - Jun 2024,"Canada, Germany, Japan, Korea, US, South Africa","https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_CLI,4.1/.M.LOCOSI......?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Composite Leading Indicator [CLI components],Stocks,,Index,Jan 2010 - May 2024,"Japan, Korea","https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_CLI,4.1/.M.LOCOSK......?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Composite Leading Indicator [CLI components],Share prices,,Index,Jan 2010 - Jun 2024,"Australia, Canada, France, Japan, Korea, Mexico, Spain, UK, US, Brazil, India, Indonesia, South Africa","https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_CLI,4.1/.M.LOCOSP......?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Composite Leading Indicator [CLI components],Short-term interest rate,,Index,Jan 2010 - Jun 2024,"Türkiye, UK, Brazil, India, Indonesia","https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_CLI,4.1/.M.LOCOST......?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Composite Leading Indicator [CLI components],Imports ,,Index,Jan 2010 - May 2024,"Italy, Mexico","https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_CLI,4.1/.M.LOCOTM......?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Composite Leading Indicator [CLI components],Term of trade,,Index,Jan 2010 - May 2024,"Australia, Korea","https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_CLI,4.1/.M.LOCOTT......?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Composite Leading Indicator [CLI components],Exports,,Index,Jan 2010 - Jun 2024,Türkiye,"https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_CLI,4.1/.M.LOCOTX......?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Composite Leading Indicator [CLI components],Car registrations or sales,,Index,Jan 2010 - Jun 2024,"France, Spain, UK, India, South Africa","https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_CLI,4.1/.M.LOCOVR......?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Composite Business Confidence ,,,Index,Jan 2010 - Jun 2024,OECD,"https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_CLI,4.1/OECD.M.BCICP......?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Composite Consumer Confidence ,,,Index,Jan 2010 - Jun 2024,OECD,"https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_CLI,4.1/OECD.M.CCICP......?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Reference series (GDP),Calendar and seasonally adjusted,Statistical technique used to remove the effects of seasonal and calendar influences operating on a data series.,"Growth rate, over 1 year",Jan 2010 -Feb 2024,"Major four European countries, G7, G20, Major five Asisa economies, NAFTA","https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_CLI,4.1/.M.RS...Y.GY..?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Reference series (GDP),Calendar and seasonally adjusted,Statistical technique used to remove the effects of seasonal and calendar influences operating on a data series.,Index,Jan 2010 -Feb 2024,"Major four European countries, G7, G20, Major five Asisa economies, NAFTA","https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_CLI,4.1/.M.RS...Y.IX..?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Reference series (GDP),Normalized,"Brings indicators onto a common scale, which renders the variables comparable",Index,Jan 2010 -Feb 2024,"Australia, Canada, France, Germany, Italy, Japan, Korea, Mexico, Spain, Türkiye, UK, US, Major four European countries, G7, G20, Brazil, China, India, Indonesia, South Africa, Major five Asia economies, NAFTA","https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_CLI,4.1/.M.RS...NOR...?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Reference series (GDP),Ratio to trend,The trend is eliminated from the series by dividing the original series by the trend to give a ratio-to-trend since the underlying structure of most series used is multiplicative,Index,Jan 2010 -Feb 2024,"Australia, Canada, France, Germany, Italy, Japan, Korea, Mexico, Spain, Türkiye, UK, US, Major four European countries, G7, G20, Brazil, China, India, Indonesia, South Africa, Major five Asia economies, NAFTA","https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_CLI,4.1/.M.RS...RT...?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Reference series (GDP),Trend ,"The general tendency of the data to increase or decrease during a long period of time. A trend is a smooth, general, long-term, average tendency.",Index,Jan 2010 -Feb 2024,"Australia, Canada, France, Germany, Italy, Japan, Korea, Mexico, Spain, Türkiye, UK, US, Major four European countries, G7, G20, Brazil, India, Indonesia, South Africa, Major five Asia economies, NAFTA","https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_CLI,4.1/.M.RS...T...?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Financial market,Long-term interest rates,"Refer to government bonds maturing in ten years. Rates are mainly determined by the price charged by the lender, the risk from the borrower and the fall in the capital value. ",Per cent per annum,Jan 2010 - Jun 2024,"All OECD members (missing Turkiye), Brazil, Bulgaria, China, Croatia, India, Indonesia, Romania, Russia, South Africa","https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_FINMARK,4.0/.M.IRLT.PA.....?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Financial market,Short-term interest rates,Based on three-month money market rates where available. Short-term interest rates are the rates at which short-term borrowings are effected between financial institutions or the rate at which short-term government paper is issued or traded in the market,Per cent per annum,Jan 2010 - Jun 2024,"All OECD members (missing Turkiye), Brazil, Bulgaria, China, Croatia, India, Indonesia, Romania, Russia, South Africa","https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_FINMARK,4.0/.M.IR3TIB.PA.....?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Financial market,"Immediate interest rates, Call Money, Interbank Rate","An on-going nature such as policy rates set by central banks, prime rates for business loans, and those which are extremely short-term such as overnight or next day interbank rates or call money (i.e. money left at the banks' disposal).",Per cent per annum,Jan 2010 - Jun 2024,"All OECD members (missing Turkiye), Brazil, Bulgaria, China, Croatia, India, Indonesia, Romania, Russia, South Africa","https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_FINMARK,4.0/.M.IRSTCI.PA.....?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Financial market,Share Prices,Prices of common shares of companies traded on national or foreign stock exchanges.,Index,Jan 2010 - Jun 2024,"OECD members, Brazil, Bulgaria, China, Croatia, India, Indonesia, Romania, Russia, South Africa","https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_FINMARK,4.0/.M.SHARE......?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Financial market,Nominal Exchange Rates,"Comparing the change in its own exchange rate against the US dollar to a weighted average of changes in its competitors’ exchange rates, also against the US dollar",National currency per US dollar,Jan 2010 - Jun 2024,"OECD members (missing Austria, Belgium, Estonia, Finland, France, Germany, Greece, Ireland, Italy, Lithuania, Luxembourg, Netherlands, Portugal, Slovak Rep, Slovenia, Spain, US), Argentina, Brazil, China, India, Indonesia, Russia, Saudi Arabia, South Africa, SDR","https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_FINMARK,4.0/.M.CC......?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Financial market,Real Effective Exchange Rates - CPI based,"Takes into account not only changes in market exchange rates but also variations in relative prices using, consumer prices.",Index,Jan 2010 - Jun 2024,"All OECD members (missing Lithuania), Brazil, China, India, Indonesia, Russia, South Africa","https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_FINMARK,4.0/.M.CCRE......?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Monetary Aggregates,M1,"Narrow money – M1 : Currency i.e. banknotes and coins, plus overnight deposits","[Index], [Calendar and seasonally adjusted]",Jan 2010 - Dec 2023,OECD,"https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_MONAGG,4.0/OECD.M.MANM...Y...?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Monetary Aggregates,M1,"Narrow money – M1 : Currency i.e. banknotes and coins, plus overnight deposits","[Index], [Neither seasonally adjusted nor calendar adjusted]",Jan 2010 - Jan 2024,OECD,"https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_MONAGG,4.0/OECD.M.MANM...N...?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Monetary Aggregates,M1,"Narrow money – M1 : Currency i.e. banknotes and coins, plus overnight deposits","[National currency], [Calendar and seasonally adjusted]",Jan 2010 - Jun 2024,"Australia, Canada, Colombia, Costa Rica, Hungary, Iceland, Israel, Japan, Korea, UK, US, Brazil ","https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_MONAGG,4.0/.M.MANM.XDC..Y...?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Monetary Aggregates,M1,"Narrow money – M1 : Currency i.e. banknotes and coins, plus overnight deposits","[National currency],[Neither seasonally adjusted nor calendar adjusted]",Jan 2010 - Jun 2024,"Australia, Canada, Chile, Colombia, Costa Rica, Czechia, Denmark, Hungary, Iceland, Israel, Japan, Korea, Mexico, New Zealand, Norway, Poland, Sweden, Switzerland, Türkiye, UK, US, Brazil, Bulgaria, China, India, Indonesia, Romania, Russia, South Africa","https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_MONAGG,4.0/.M.MANM.XDC..N...?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Monetary Aggregates,M3,"Broad money – M3 is: the sum of M2, repurchase agreements, money market fund shares/units and debt securities up to two years.","[Index], [Calendar and seasonally adjusted]",Jan 2010 - Dec 2023,OECD,"https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_MONAGG,4.0/OECD.M.MABM...Y...?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Monetary Aggregates,M3,"Broad money – M3 is: the sum of M2, repurchase agreements, money market fund shares/units and debt securities up to two years.","[Index], [Neither seasonally adjusted nor calendar adjusted]",Jan 2010 - Jan 2024,OECD,"https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_MONAGG,4.0/OECD.M.MABM...N...?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Monetary Aggregates,M3,"Broad money – M3 is: the sum of M2, repurchase agreements, money market fund shares/units and debt securities up to two years.","[National currency], [Calendar and seasonally adjusted]",Jan 2010 - Jun 2024,"Australia, Canada, Colombia, Costa Rica, Czechia, Hungary, Iceland, Israel, Japan, Korea, Norway, UK, US, Russia, South Africa","https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_MONAGG,4.0/.M.MABM.XDC..Y...?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Monetary Aggregates,M3,"Broad money – M3 is: the sum of M2, repurchase agreements, money market fund shares/units and debt securities up to two years.","[National currency],[Neither seasonally adjusted nor calendar adjusted]",Jan 2010 - Jun 2024,"Australia, Canada, Chile, Colombia, Costa Rica, Czechia, Denmark, Hungary, Iceland, Israel, Japan, Korea, Mexico, New Zealand, Norway, Poland, Sweden, Switzerland, Türkiye, UK, US, Brazil, Bulgaria, China, India, Indonesia, Romania, Russia, South Africa","https://sdmx.oecd.org/public/rest/data/OECD.SDD.STES,DSD_STES@DF_MONAGG,4.0/.M.MABM.XDC..N...?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
Hourly earnings: manufacturing,,Monthly employees' earnings series in manufacturing,,Jan 2010 - Mar 2024,OECD,"https://sdmx.oecd.org/public/rest/data/OECD.SDD.TPS,DSD_EAR@DF_HOU_EAR,1.0/OECD.EAR...C..M?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
First registrations of brand new vehicles,Goods road motor vehicles,Number of goods road motor vehicles registered for the first time.,,Jan 2010 - May 2024,"All OECD members (missing Canada, Colombia, Costa Rica, New Zealand, Slovak Republic, US), Albania, Bosnia and Herzegovina, Croatia, Malta, Moldova, Montenegro, Serbia ","https://sdmx.oecd.org/public/rest/data/OECD.ITF,DSD_ST@DF_STREG,1.0/.M.....GV.?startPeriod=2010-01&dimensionAtObservation=AllDimensions"
